KO;catA_KO;catA_name;catB_KO;catB_name;catC_KO;catC_name;catD_KO;catD_name;catD_shortname;catD_EC
K08475;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08475;two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB;pgtB;EC:2.7.13.3
K08475;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02022;Two-component system;K08475;two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB;pgtB;EC:2.7.13.3
K08476;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K08476;two-component system, NtrC family, phosphoglycerate transport system response regulator PgtA;pgtA;
K08476;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02022;Two-component system;K08476;two-component system, NtrC family, phosphoglycerate transport system response regulator PgtA;pgtA;
K08485;09130;Environmental Information Processing;09131;Membrane transport;02060;Phosphotransferase system (PTS);K08485;phosphocarrier protein NPr;ptsO, npr;
K08485;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08485;phosphocarrier protein NPr;ptsO, npr;
K08494;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K08494;novel plant SNARE;NSPN;
K08496;09120;Genetic Information Processing;09123;Folding, sorting and degradation;04130;SNARE interactions in vesicular transport;K08496;golgi SNAP receptor complex member 2;GOSR2, BOS1;
K08496;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K08496;golgi SNAP receptor complex member 2;GOSR2, BOS1;
K08506;09120;Genetic Information Processing;09123;Folding, sorting and degradation;04130;SNARE interactions in vesicular transport;K08506;syntaxin of plants SYP7;SYP7;
K08506;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K08506;syntaxin of plants SYP7;SYP7;
K08568;09140;Cellular Processes;09141;Transport and catabolism;04142;Lysosome;K08568;cathepsin X;CTSZ;EC:3.4.18.1
K08568;09140;Cellular Processes;09143;Cell growth and death;04210;Apoptosis;K08568;cathepsin X;CTSZ;EC:3.4.18.1
K08568;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08568;cathepsin X;CTSZ;EC:3.4.18.1
K08570;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08570;histolysain;EHCP;EC:3.4.22.35
K08582;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08582;calpain-15;CAPN15;EC:3.4.22.-
K08589;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08589;gingipain R;rgpA_B;EC:3.4.22.37
K08596;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08596;sentrin-specific protease 7;SENP7;EC:3.4.22.68
K08596;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04121;Ubiquitin system;K08596;sentrin-specific protease 7;SENP7;EC:3.4.22.68
K08599;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08599;YopT peptidase;yopT;EC:3.4.22.-
K08607;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08607;disintegrin and metalloproteinase domain-containing protein 1;ADAM1;EC:3.4.24.-
K08608;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08608;disintegrin and metalloproteinase domain-containing protein 19;ADAM19;EC:3.4.24.-
K08616;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08616;disintegrin and metalloproteinase domain-containing protein 33;ADAM33;EC:3.4.24.-
K08626;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08626;a disintegrin and metalloproteinase with thrombospondin motifs 12;ADAMTS12;EC:3.4.24.-
K08630;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08630;a disintegrin and metalloproteinase with thrombospondin motifs 16;ADAMTS16;EC:3.4.24.-
K08642;09140;Cellular Processes;09145;Cellular community - prokaryotes;02024;Quorum sensing;K08642;LasA protease;lasA;EC:3.4.24.-
K08642;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08642;LasA protease;lasA;EC:3.4.24.-
K08653;09120;Genetic Information Processing;09123;Folding, sorting and degradation;04141;Protein processing in endoplasmic reticulum;K08653;membrane-bound transcription factor site-1 protease;MBTPS1;EC:3.4.21.112
K08653;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08653;membrane-bound transcription factor site-1 protease;MBTPS1;EC:3.4.21.112
K08653;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03110;Chaperones and folding catalysts;K08653;membrane-bound transcription factor site-1 protease;MBTPS1;EC:3.4.21.112
K08658;09100;Metabolism;09109;Metabolism of terpenoids and polyketides;00900;Terpenoid backbone biosynthesis;K08658;prenyl protein peptidase;RCE1, FACE2;EC:3.4.22.-
K08658;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08658;prenyl protein peptidase;RCE1, FACE2;EC:3.4.22.-
K08665;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08665;hepsin;HPN;EC:3.4.21.106
K08667;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08667;kallikrein 6;KLK6, PRSS9;EC:3.4.21.-
K08670;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08670;suppressor of tumorigenicity protein 14;ST14, PRSS14;EC:3.4.21.109
K08685;09100;Metabolism;09102;Energy metabolism;00680;Methane metabolism;K08685;quinohemoprotein amine dehydrogenase;qhpA;EC:1.4.9.1
K08698;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99981;Carbohydrate metabolism;K08698;carbon dioxide concentrating mechanism protein CcmM;ccmM;
K08700;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99981;Carbohydrate metabolism;K08700;carbon dioxide concentrating mechanism protein CcmO;ccmO;
K08712;09130;Environmental Information Processing;09131;Membrane transport;02010;ABC transporters;K08712;ATP-binding cassette, subfamily G (WHITE), member 2, SNQ2;ABCG2.SNQ2;
K08712;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08712;ATP-binding cassette, subfamily G (WHITE), member 2, SNQ2;ABCG2.SNQ2;
K08717;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08717;urea transporter;utp;
K08721;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08721;outer membrane protein, multidrug efflux system;oprJ;
K08728;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99980;Enzymes with EC numbers;K08728;nucleoside deoxyribosyltransferase;E2.4.2.6;EC:2.4.2.6
K08729;09100;Metabolism;09103;Lipid metabolism;00564;Glycerophospholipid metabolism;K08729;phosphatidylserine synthase 1;PTDSS1;EC:2.7.8.-
K08734;09120;Genetic Information Processing;09124;Replication and repair;03430;Mismatch repair;K08734;DNA mismatch repair protein MLH1;MLH1;
K08734;09120;Genetic Information Processing;09124;Replication and repair;03460;Fanconi anemia pathway;K08734;DNA mismatch repair protein MLH1;MLH1;
K08734;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03400;DNA repair and recombination proteins;K08734;DNA mismatch repair protein MLH1;MLH1;
K08735;09120;Genetic Information Processing;09124;Replication and repair;03430;Mismatch repair;K08735;DNA mismatch repair protein MSH2;MSH2;
K08735;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03400;DNA repair and recombination proteins;K08735;DNA mismatch repair protein MSH2;MSH2;
K08736;09120;Genetic Information Processing;09124;Replication and repair;03430;Mismatch repair;K08736;DNA mismatch repair protein MSH3;MSH3;
K08736;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03400;DNA repair and recombination proteins;K08736;DNA mismatch repair protein MSH3;MSH3;
K08741;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03400;DNA repair and recombination proteins;K08741;DNA mismatch repair protein MSH5;MSH5;
K08745;09180;Brite Hierarchies;09181;Protein families: metabolism;01004;Lipid biosynthesis proteins;K08745;solute carrier family 27 (fatty acid transporter), member 1/4;SLC27A1_4, FATP1_4;EC:6.2.1.-
K08745;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08745;solute carrier family 27 (fatty acid transporter), member 1/4;SLC27A1_4, FATP1_4;EC:6.2.1.-
K08746;09140;Cellular Processes;09141;Transport and catabolism;04146;Peroxisome;K08746;solute carrier family 27 (fatty acid transporter), member 2;SLC27A2, FACVL1, FATP2;EC:6.2.1.- 6.2.1.3
K08746;09180;Brite Hierarchies;09181;Protein families: metabolism;01004;Lipid biosynthesis proteins;K08746;solute carrier family 27 (fatty acid transporter), member 2;SLC27A2, FACVL1, FATP2;EC:6.2.1.- 6.2.1.3
K08746;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08746;solute carrier family 27 (fatty acid transporter), member 2;SLC27A2, FACVL1, FATP2;EC:6.2.1.- 6.2.1.3
K08770;09120;Genetic Information Processing;09123;Folding, sorting and degradation;04120;Ubiquitin mediated proteolysis;K08770;ubiquitin C;UBC;
K08770;09140;Cellular Processes;09141;Transport and catabolism;04137;Mitophagy - animal;K08770;ubiquitin C;UBC;
K08770;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04121;Ubiquitin system;K08770;ubiquitin C;UBC;
K08779;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08779;carboxypeptidase A1;CPA1;EC:3.4.17.1
K08779;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03110;Chaperones and folding catalysts;K08779;carboxypeptidase A1;CPA1;EC:3.4.17.1
K08780;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08780;carboxypeptidase A3;CPA3;EC:3.4.17.1
K08783;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08783;extracellular matrix protein 14;ECM14;EC:3.4.17.-
K08789;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08789;microtubule-associated serine/threonine kinase;MAST;EC:2.7.11.1
K08798;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08798;MAP/microtubule affinity-regulating kinase;MARK;EC:2.7.11.1
K08798;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04812;Cytoskeleton proteins;K08798;MAP/microtubule affinity-regulating kinase;MARK;EC:2.7.11.1
K08803;09140;Cellular Processes;09141;Transport and catabolism;04140;Autophagy - animal;K08803;death-associated protein kinase;DAPK;EC:2.7.11.1
K08803;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08803;death-associated protein kinase;DAPK;EC:2.7.11.1
K08815;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08815;tau tubulin kinase;TTBK;EC:2.7.11.26
K08819;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08819;cyclin-dependent kinase 12/13;CDK12_13;EC:2.7.11.22 2.7.11.23
K08823;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08823;dual specificity protein kinase CLK2/3;CLK2_3;EC:2.7.12.1
K08823;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03041;Spliceosome;K08823;dual specificity protein kinase CLK2/3;CLK2_3;EC:2.7.12.1
K08838;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08838;serine/threonine-protein kinase 24/25/MST4;STK24_25_MST4;EC:2.7.11.1
K08838;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K08838;serine/threonine-protein kinase 24/25/MST4;STK24_25_MST4;EC:2.7.11.1
K08844;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08844;leucine-rich repeat kinase 2;LRRK2;EC:2.7.11.1
K08844;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K08844;leucine-rich repeat kinase 2;LRRK2;EC:2.7.11.1
K08844;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04147;Exosome;K08844;leucine-rich repeat kinase 2;LRRK2;EC:2.7.11.1
K08850;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08850;aurora kinase, other;AURKX;EC:2.7.11.1
K08850;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03036;Chromosome and associated proteins;K08850;aurora kinase, other;AURKX;EC:2.7.11.1
K08851;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08851;TP53 regulating kinase and related kinases;TP53RK, PRPK, BUD32;EC:2.7.11.1
K08851;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03016;Transfer RNA biogenesis;K08851;TP53 regulating kinase and related kinases;TP53RK, PRPK, BUD32;EC:2.7.11.1
K08852;09120;Genetic Information Processing;09123;Folding, sorting and degradation;04141;Protein processing in endoplasmic reticulum;K08852;serine/threonine-protein kinase/endoribonuclease IRE1;ERN1;EC:2.7.11.1 3.1.26.-
K08852;09140;Cellular Processes;09141;Transport and catabolism;04140;Autophagy - animal;K08852;serine/threonine-protein kinase/endoribonuclease IRE1;ERN1;EC:2.7.11.1 3.1.26.-
K08852;09140;Cellular Processes;09143;Cell growth and death;04210;Apoptosis;K08852;serine/threonine-protein kinase/endoribonuclease IRE1;ERN1;EC:2.7.11.1 3.1.26.-
K08852;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08852;serine/threonine-protein kinase/endoribonuclease IRE1;ERN1;EC:2.7.11.1 3.1.26.-
K08860;09120;Genetic Information Processing;09123;Folding, sorting and degradation;04141;Protein processing in endoplasmic reticulum;K08860;eukaryotic translation initiation factor 2-alpha kinase 3;EIF2AK3;EC:2.7.11.1
K08860;09140;Cellular Processes;09141;Transport and catabolism;04140;Autophagy - animal;K08860;eukaryotic translation initiation factor 2-alpha kinase 3;EIF2AK3;EC:2.7.11.1
K08860;09140;Cellular Processes;09141;Transport and catabolism;04137;Mitophagy - animal;K08860;eukaryotic translation initiation factor 2-alpha kinase 3;EIF2AK3;EC:2.7.11.1
K08860;09140;Cellular Processes;09143;Cell growth and death;04210;Apoptosis;K08860;eukaryotic translation initiation factor 2-alpha kinase 3;EIF2AK3;EC:2.7.11.1
K08860;09140;Cellular Processes;09143;Cell growth and death;04214;Apoptosis - fly;K08860;eukaryotic translation initiation factor 2-alpha kinase 3;EIF2AK3;EC:2.7.11.1
K08860;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K08860;eukaryotic translation initiation factor 2-alpha kinase 3;EIF2AK3;EC:2.7.11.1
K08862;09130;Environmental Information Processing;09132;Signal transduction;04068;FoxO signaling pathway;K08862;polo-like kinase 3;PLK3, CNK;EC:2.7.11.21
